Sample,Label ID,Rain Trt,Disp Trt,Soil,CarbonSource,Final,
23,CRR7,reduced,Nonsterile,clay,Putrescine,0,
24,CRR8,reduced,Nonsterile,clay,water,0,
24,CRR8,reduced,Nonsterile,clay,pyruvic acid methyl ester,0.313946216,
24,CRR8,reduced,Nonsterile,clay,Tween 40,0.10331384,
24,CRR8,reduced,Nonsterile,clay,Twen 80,0.163351417,
24,CRR8,reduced,Nonsterile,clay,alpha-cyclodextrin,0,
24,CRR8,reduced,Nonsterile,clay,glycogen,0.008755472,
24,CRR8,reduced,Nonsterile,clay,D-Cellobiose,0.395997574,
24,CRR8,reduced,Nonsterile,clay,alpha-D-Lactose,0.357504216,
24,CRR8,reduced,Nonsterile,clay,Beta-Methyl-D-Glucoside,0.46759639,
24,CRR8,reduced,Nonsterile,clay,D-xylose,0,
24,CRR8,reduced,Nonsterile,clay,i-Erythritol,0.229704216,
24,CRR8,reduced,Nonsterile,clay,D-Mannitol,0.350403035,
24,CRR8,reduced,Nonsterile,clay,N-Acetyl-D-Glucosamine,0.47895058,
24,CRR8,reduced,Nonsterile,clay,D-Glucosaminic Acid,0.009038089,
24,CRR8,reduced,Nonsterile,clay,Glucose-1-Phosphate,0.086666667,
24,CRR8,reduced,Nonsterile,clay,"D,L-alpha-Glycerol-Phosphate",0.131661442,
24,CRR8,reduced,Nonsterile,clay,D-Galactonic Acid gamma-Lactone,0,
24,CRR8,reduced,Nonsterile,clay,D-Galacturonic Acid ,0.000641437,
24,CRR8,reduced,Nonsterile,clay,2-Hydroxy Benzoic Acid,0,
24,CRR8,reduced,Nonsterile,clay,4-Hydroxy Benzoic Acid,0,
24,CRR8,reduced,Nonsterile,clay,gamma-Hydroxybutyric Acid,0,
24,CRR8,reduced,Nonsterile,clay,Itaconic Acid,0.002211166,
24,CRR8,reduced,Nonsterile,clay,alpha-Ketobutyric Acid,0.015717092,
24,CRR8,reduced,Nonsterile,clay,D-malic Acid,0.016894087,
24,CRR8,reduced,Nonsterile,clay,L-Arginine,0,
24,CRR8,reduced,Nonsterile,clay,L-Asparagine,0.37254902,
24,CRR8,reduced,Nonsterile,clay,L-Phenylalanine,0,
24,CRR8,reduced,Nonsterile,clay,L-Serine,0,
24,CRR8,reduced,Nonsterile,clay,L-Theronine,0,
24,CRR8,reduced,Nonsterile,clay,Glycyl-L-Glutamic Acid,0.256376717,
24,CRR8,reduced,Nonsterile,clay,Phenylethyl-amine,0,
24,CRR8,reduced,Nonsterile,clay,Putrescine,0.064638783,
25,SRR1,reduced,Nonsterile,sand,water,0,
25,SRR1,reduced,Nonsterile,sand,pyruvic acid methyl ester,0.014067278,
25,SRR1,reduced,Nonsterile,sand,Tween 40,0.002539683,
25,SRR1,reduced,Nonsterile,sand,Twen 80,0,
25,SRR1,reduced,Nonsterile,sand,alpha-cyclodextrin,0,
25,SRR1,reduced,Nonsterile,sand,glycogen,0.002446483,
25,SRR1,reduced,Nonsterile,sand,D-Cellobiose,0,
25,SRR1,reduced,Nonsterile,sand,alpha-D-Lactose,0.000550964,
25,SRR1,reduced,Nonsterile,sand,Beta-Methyl-D-Glucoside,0,
25,SRR1,reduced,Nonsterile,sand,D-xylose,0.001038961,
25,SRR1,reduced,Nonsterile,sand,i-Erythritol,0,
25,SRR1,reduced,Nonsterile,sand,D-Mannitol,0.315151515,
25,SRR1,reduced,Nonsterile,sand,N-Acetyl-D-Glucosamine,0.004776119,
25,SRR1,reduced,Nonsterile,sand,D-Glucosaminic Acid,0,
25,SRR1,reduced,Nonsterile,sand,Glucose-1-Phosphate,0.746666667,
25,SRR1,reduced,Nonsterile,sand,"D,L-alpha-Glycerol-Phosphate",0,
25,SRR1,reduced,Nonsterile,sand,D-Galactonic Acid gamma-Lactone,0.002711864,
25,SRR1,reduced,Nonsterile,sand,D-Galacturonic Acid ,0,
25,SRR1,reduced,Nonsterile,sand,2-Hydroxy Benzoic Acid,0,
25,SRR1,reduced,Nonsterile,sand,4-Hydroxy Benzoic Acid,0,
25,SRR1,reduced,Nonsterile,sand,gamma-Hydroxybutyric Acid,0.001108033,
25,SRR1,reduced,Nonsterile,sand,Itaconic Acid,0.092140921,
25,SRR1,reduced,Nonsterile,sand,alpha-Ketobutyric Acid,0,
25,SRR1,reduced,Nonsterile,sand,D-malic Acid,0,
25,SRR1,reduced,Nonsterile,sand,L-Arginine,0,
25,SRR1,reduced,Nonsterile,sand,L-Asparagine,0,
25,SRR1,reduced,Nonsterile,sand,L-Phenylalanine,0,
25,SRR1,reduced,Nonsterile,sand,L-Serine,0,
25,SRR1,reduced,Nonsterile,sand,L-Theronine,0.2,
25,SRR1,reduced,Nonsterile,sand,Glycyl-L-Glutamic Acid,0.100319489,
25,SRR1,reduced,Nonsterile,sand,Phenylethyl-amine,0,
25,SRR1,reduced,Nonsterile,sand,Putrescine,0,
26,SRR2,reduced,Nonsterile,sand,water,0,
26,SRR2,reduced,Nonsterile,sand,pyruvic acid methyl ester,0.018495684,
26,SRR2,reduced,Nonsterile,sand,Tween 40,0.005121639,
26,SRR2,reduced,Nonsterile,sand,Twen 80,0.173602854,
26,SRR2,reduced,Nonsterile,sand,alpha-cyclodextrin,0.003610108,
26,SRR2,reduced,Nonsterile,sand,glycogen,0.635635018,
26,SRR2,reduced,Nonsterile,sand,D-Cellobiose,0.023325359,
26,SRR2,reduced,Nonsterile,sand,alpha-D-Lactose,0.033851276,
26,SRR2,reduced,Nonsterile,sand,Beta-Methyl-D-Glucoside,0.008856683,
26,SRR2,reduced,Nonsterile,sand,D-xylose,0,
26,SRR2,reduced,Nonsterile,sand,i-Erythritol,0.010545906,
26,SRR2,reduced,Nonsterile,sand,D-Mannitol,0.165572233,
26,SRR2,reduced,Nonsterile,sand,N-Acetyl-D-Glucosamine,0.169073406,
26,SRR2,reduced,Nonsterile,sand,D-Glucosaminic Acid,0.12086514,
26,SRR2,reduced,Nonsterile,sand,Glucose-1-Phosphate,4.446666667,
26,SRR2,reduced,Nonsterile,sand,"D,L-alpha-Glycerol-Phosphate",0.014619883,
26,SRR2,reduced,Nonsterile,sand,D-Galactonic Acid gamma-Lactone,0,
26,SRR2,reduced,Nonsterile,sand,D-Galacturonic Acid ,0.009481669,
26,SRR2,reduced,Nonsterile,sand,2-Hydroxy Benzoic Acid,0,
26,SRR2,reduced,Nonsterile,sand,4-Hydroxy Benzoic Acid,0,
26,SRR2,reduced,Nonsterile,sand,gamma-Hydroxybutyric Acid,0.094308036,
26,SRR2,reduced,Nonsterile,sand,Itaconic Acid,0.10371179,
26,SRR2,reduced,Nonsterile,sand,alpha-Ketobutyric Acid,0,
26,SRR2,reduced,Nonsterile,sand,D-malic Acid,0,
26,SRR2,reduced,Nonsterile,sand,L-Arginine,0.011158342,
26,SRR2,reduced,Nonsterile,sand,L-Asparagine,0.252485089,
26,SRR2,reduced,Nonsterile,sand,L-Phenylalanine,0.007462687,
26,SRR2,reduced,Nonsterile,sand,L-Serine,0,
26,SRR2,reduced,Nonsterile,sand,L-Theronine,0.026871401,
26,SRR2,reduced,Nonsterile,sand,Glycyl-L-Glutamic Acid,0.128221649,
26,SRR2,reduced,Nonsterile,sand,Phenylethyl-amine,0,
26,SRR2,reduced,Nonsterile,sand,Putrescine,0.020935961,
27,SRR3,reduced,Nonsterile,sand,water,0,
27,SRR3,reduced,Nonsterile,sand,pyruvic acid methyl ester,0.013455657,
27,SRR3,reduced,Nonsterile,sand,Tween 40,0.105396825,
27,SRR3,reduced,Nonsterile,sand,Twen 80,0.192330383,
27,SRR3,reduced,Nonsterile,sand,alpha-cyclodextrin,0.102686567,
27,SRR3,reduced,Nonsterile,sand,glycogen,0.103975535,
27,SRR3,reduced,Nonsterile,sand,D-Cellobiose,0.326409496,
27,SRR3,reduced,Nonsterile,sand,alpha-D-Lactose,0.336088154,
27,SRR3,reduced,Nonsterile,sand,Beta-Methyl-D-Glucoside,0.506772908,
27,SRR3,reduced,Nonsterile,sand,D-xylose,0.003116883,
27,SRR3,reduced,Nonsterile,sand,i-Erythritol,0.006153846,
27,SRR3,reduced,Nonsterile,sand,D-Mannitol,0.253613054,
27,SRR3,reduced,Nonsterile,sand,N-Acetyl-D-Glucosamine,0.485970149,
27,SRR3,reduced,Nonsterile,sand,D-Glucosaminic Acid,0.227760252,
27,SRR3,reduced,Nonsterile,sand,Glucose-1-Phosphate,5.26,
27,SRR3,reduced,Nonsterile,sand,"D,L-alpha-Glycerol-Phosphate",0.281690141,
27,SRR3,reduced,Nonsterile,sand,D-Galactonic Acid gamma-Lactone,0.122033898,
27,SRR3,reduced,Nonsterile,sand,D-Galacturonic Acid ,0.67460815,
27,SRR3,reduced,Nonsterile,sand,2-Hydroxy Benzoic Acid,0,
27,SRR3,reduced,Nonsterile,sand,4-Hydroxy Benzoic Acid,0.055522388,
27,SRR3,reduced,Nonsterile,sand,gamma-Hydroxybutyric Acid,0.444875346,
27,SRR3,reduced,Nonsterile,sand,Itaconic Acid,0.06395664,
27,SRR3,reduced,Nonsterile,sand,alpha-Ketobutyric Acid,0.058715596,
27,SRR3,reduced,Nonsterile,sand,D-malic Acid,0.003809524,
27,SRR3,reduced,Nonsterile,sand,L-Arginine,0.607915567,
27,SRR3,reduced,Nonsterile,sand,L-Asparagine,0.662222222,
27,SRR3,reduced,Nonsterile,sand,L-Phenylalanine,0.098005698,
27,SRR3,reduced,Nonsterile,sand,L-Serine,0.356962025,
27,SRR3,reduced,Nonsterile,sand,L-Theronine,0.267298578,
27,SRR3,reduced,Nonsterile,sand,Glycyl-L-Glutamic Acid,0.298402556,
27,SRR3,reduced,Nonsterile,sand,Phenylethyl-amine,0,
27,SRR3,reduced,Nonsterile,sand,Putrescine,0.465454545,
28,SRR4,reduced,Nonsterile,sand,water,0,
28,SRR4,reduced,Nonsterile,sand,pyruvic acid methyl ester,0.039731051,
28,SRR4,reduced,Nonsterile,sand,Tween 40,0.033629442,
28,SRR4,reduced,Nonsterile,sand,Twen 80,0.027712264,
28,SRR4,reduced,Nonsterile,sand,alpha-cyclodextrin,0.015513126,
28,SRR4,reduced,Nonsterile,sand,glycogen,0.028728606,
28,SRR4,reduced,Nonsterile,sand,D-Cellobiose,0.269276394,
28,SRR4,reduced,Nonsterile,sand,alpha-D-Lactose,0.037444934,
28,SRR4,reduced,Nonsterile,sand,Beta-Methyl-D-Glucoside,0.128980892,
28,SRR4,reduced,Nonsterile,sand,D-xylose,0.002596054,
28,SRR4,reduced,Nonsterile,sand,i-Erythritol,0.003690037,
28,SRR4,reduced,Nonsterile,sand,D-Mannitol,0.270736253,
28,SRR4,reduced,Nonsterile,sand,N-Acetyl-D-Glucosamine,0.01849642,
28,SRR4,reduced,Nonsterile,sand,D-Glucosaminic Acid,0.275535939,
28,SRR4,reduced,Nonsterile,sand,Glucose-1-Phosphate,0.166666667,
28,SRR4,reduced,Nonsterile,sand,"D,L-alpha-Glycerol-Phosphate",0.039325843,
28,SRR4,reduced,Nonsterile,sand,D-Galactonic Acid gamma-Lactone,0.025067751,
28,SRR4,reduced,Nonsterile,sand,D-Galacturonic Acid ,0.278822055,
28,SRR4,reduced,Nonsterile,sand,2-Hydroxy Benzoic Acid,0,
28,SRR4,reduced,Nonsterile,sand,4-Hydroxy Benzoic Acid,0,
28,SRR4,reduced,Nonsterile,sand,gamma-Hydroxybutyric Acid,0,
28,SRR4,reduced,Nonsterile,sand,Itaconic Acid,0,
28,SRR4,reduced,Nonsterile,sand,alpha-Ketobutyric Acid,0.005494505,
28,SRR4,reduced,Nonsterile,sand,D-malic Acid,0,
28,SRR4,reduced,Nonsterile,sand,L-Arginine,0.005274262,
28,SRR4,reduced,Nonsterile,sand,L-Asparagine,0.015794669,
28,SRR4,reduced,Nonsterile,sand,L-Phenylalanine,0.001138952,
28,SRR4,reduced,Nonsterile,sand,L-Serine,0,
28,SRR4,reduced,Nonsterile,sand,L-Theronine,0,
28,SRR4,reduced,Nonsterile,sand,Glycyl-L-Glutamic Acid,0,
28,SRR4,reduced,Nonsterile,sand,Phenylethyl-amine,0.009225092,
28,SRR4,reduced,Nonsterile,sand,Putrescine,0.001210654,
29,SRR5,reduced,Nonsterile,sand,water,0,
29,SRR5,reduced,Nonsterile,sand,pyruvic acid methyl ester,0,
29,SRR5,reduced,Nonsterile,sand,Tween 40,0.157861235,
29,SRR5,reduced,Nonsterile,sand,Twen 80,0.31638084,
29,SRR5,reduced,Nonsterile,sand,alpha-cyclodextrin,0,
29,SRR5,reduced,Nonsterile,sand,glycogen,0.13243409,
29,SRR5,reduced,Nonsterile,sand,D-Cellobiose,0.05353956,
29,SRR5,reduced,Nonsterile,sand,alpha-D-Lactose,0,
29,SRR5,reduced,Nonsterile,sand,Beta-Methyl-D-Glucoside,0.002398082,
29,SRR5,reduced,Nonsterile,sand,D-xylose,0,
29,SRR5,reduced,Nonsterile,sand,i-Erythritol,0.001233806,
29,SRR5,reduced,Nonsterile,sand,D-Mannitol,0,
29,SRR5,reduced,Nonsterile,sand,N-Acetyl-D-Glucosamine,0,
29,SRR5,reduced,Nonsterile,sand,D-Glucosaminic Acid,0.016445288,
29,SRR5,reduced,Nonsterile,sand,Glucose-1-Phosphate,0,
29,SRR5,reduced,Nonsterile,sand,"D,L-alpha-Glycerol-Phosphate",0,
29,SRR5,reduced,Nonsterile,sand,D-Galactonic Acid gamma-Lactone,0.002039429,
29,SRR5,reduced,Nonsterile,sand,D-Galacturonic Acid ,0,
29,SRR5,reduced,Nonsterile,sand,2-Hydroxy Benzoic Acid,0,
29,SRR5,reduced,Nonsterile,sand,4-Hydroxy Benzoic Acid,0,
29,SRR5,reduced,Nonsterile,sand,gamma-Hydroxybutyric Acid,0,
29,SRR5,reduced,Nonsterile,sand,Itaconic Acid,0,
29,SRR5,reduced,Nonsterile,sand,alpha-Ketobutyric Acid,0,
29,SRR5,reduced,Nonsterile,sand,D-malic Acid,0.007638447,
29,SRR5,reduced,Nonsterile,sand,L-Arginine,0,
29,SRR5,reduced,Nonsterile,sand,L-Asparagine,0,
29,SRR5,reduced,Nonsterile,sand,L-Phenylalanine,0.121073672,
29,SRR5,reduced,Nonsterile,sand,L-Serine,0,
29,SRR5,reduced,Nonsterile,sand,L-Theronine,0,
29,SRR5,reduced,Nonsterile,sand,Glycyl-L-Glutamic Acid,0,
29,SRR5,reduced,Nonsterile,sand,Phenylethyl-amine,0,
29,SRR5,reduced,Nonsterile,sand,Putrescine,0,
30,SRR6,reduced,Nonsterile,sand,water,0,
30,SRR6,reduced,Nonsterile,sand,pyruvic acid methyl ester,0.255828607,
30,SRR6,reduced,Nonsterile,sand,Tween 40,0.086444008,
30,SRR6,reduced,Nonsterile,sand,Twen 80,0.163327262,
30,SRR6,reduced,Nonsterile,sand,alpha-cyclodextrin,0,
30,SRR6,reduced,Nonsterile,sand,glycogen,0,
30,SRR6,reduced,Nonsterile,sand,D-Cellobiose,0.012828345,
30,SRR6,reduced,Nonsterile,sand,alpha-D-Lactose,0,
30,SRR6,reduced,Nonsterile,sand,Beta-Methyl-D-Glucoside,0,
30,SRR6,reduced,Nonsterile,sand,D-xylose,0,
30,SRR6,reduced,Nonsterile,sand,i-Erythritol,0,
30,SRR6,reduced,Nonsterile,sand,D-Mannitol,0.068669528,
30,SRR6,reduced,Nonsterile,sand,N-Acetyl-D-Glucosamine,0.130915796,
30,SRR6,reduced,Nonsterile,sand,D-Glucosaminic Acid,0,
30,SRR6,reduced,Nonsterile,sand,Glucose-1-Phosphate,0,
30,SRR6,reduced,Nonsterile,sand,"D,L-alpha-Glycerol-Phosphate",0.039087948,
30,SRR6,reduced,Nonsterile,sand,D-Galactonic Acid gamma-Lactone,0,
30,SRR6,reduced,Nonsterile,sand,D-Galacturonic Acid ,0,
30,SRR6,reduced,Nonsterile,sand,2-Hydroxy Benzoic Acid,0,
30,SRR6,reduced,Nonsterile,sand,4-Hydroxy Benzoic Acid,0,
30,SRR6,reduced,Nonsterile,sand,gamma-Hydroxybutyric Acid,0,
30,SRR6,reduced,Nonsterile,sand,Itaconic Acid,0,
30,SRR6,reduced,Nonsterile,sand,alpha-Ketobutyric Acid,0,
30,SRR6,reduced,Nonsterile,sand,D-malic Acid,0,
30,SRR6,reduced,Nonsterile,sand,L-Arginine,0,
30,SRR6,reduced,Nonsterile,sand,L-Asparagine,0,
30,SRR6,reduced,Nonsterile,sand,L-Phenylalanine,0,
30,SRR6,reduced,Nonsterile,sand,L-Serine,0,
30,SRR6,reduced,Nonsterile,sand,L-Theronine,0.140019861,
30,SRR6,reduced,Nonsterile,sand,Glycyl-L-Glutamic Acid,0,
30,SRR6,reduced,Nonsterile,sand,Phenylethyl-amine,0,
30,SRR6,reduced,Nonsterile,sand,Putrescine,0,
31,SRR7,reduced,Nonsterile,sand,water,0,
31,SRR7,reduced,Nonsterile,sand,pyruvic acid methyl ester,0.159161012,
31,SRR7,reduced,Nonsterile,sand,Tween 40,0.076233184,
31,SRR7,reduced,Nonsterile,sand,Twen 80,0.03866746,
31,SRR7,reduced,Nonsterile,sand,alpha-cyclodextrin,0,
31,SRR7,reduced,Nonsterile,sand,glycogen,0,
31,SRR7,reduced,Nonsterile,sand,D-Cellobiose,0.062836625,
31,SRR7,reduced,Nonsterile,sand,alpha-D-Lactose,0,
31,SRR7,reduced,Nonsterile,sand,Beta-Methyl-D-Glucoside,0,
31,SRR7,reduced,Nonsterile,sand,D-xylose,0,
31,SRR7,reduced,Nonsterile,sand,i-Erythritol,0,
31,SRR7,reduced,Nonsterile,sand,D-Mannitol,0.221022994,
31,SRR7,reduced,Nonsterile,sand,N-Acetyl-D-Glucosamine,0,
31,SRR7,reduced,Nonsterile,sand,D-Glucosaminic Acid,0,
31,SRR7,reduced,Nonsterile,sand,Glucose-1-Phosphate,0,
31,SRR7,reduced,Nonsterile,sand,"D,L-alpha-Glycerol-Phosphate",0,
31,SRR7,reduced,Nonsterile,sand,D-Galactonic Acid gamma-Lactone,0,
31,SRR7,reduced,Nonsterile,sand,D-Galacturonic Acid ,0,
31,SRR7,reduced,Nonsterile,sand,2-Hydroxy Benzoic Acid,0,
31,SRR7,reduced,Nonsterile,sand,4-Hydroxy Benzoic Acid,0,
31,SRR7,reduced,Nonsterile,sand,gamma-Hydroxybutyric Acid,0,
31,SRR7,reduced,Nonsterile,sand,Itaconic Acid,0,
31,SRR7,reduced,Nonsterile,sand,alpha-Ketobutyric Acid,0,
31,SRR7,reduced,Nonsterile,sand,D-malic Acid,0,
31,SRR7,reduced,Nonsterile,sand,L-Arginine,0,
31,SRR7,reduced,Nonsterile,sand,L-Asparagine,0,
31,SRR7,reduced,Nonsterile,sand,L-Phenylalanine,0,
31,SRR7,reduced,Nonsterile,sand,L-Serine,0,
31,SRR7,reduced,Nonsterile,sand,L-Theronine,0,
31,SRR7,reduced,Nonsterile,sand,Glycyl-L-Glutamic Acid,0,
31,SRR7,reduced,Nonsterile,sand,Phenylethyl-amine,0,
31,SRR7,reduced,Nonsterile,sand,Putrescine,0,
32,SRR8,reduced,Nonsterile,sand,water,0,
32,SRR8,reduced,Nonsterile,sand,pyruvic acid methyl ester,0.607830951,
32,SRR8,reduced,Nonsterile,sand,Tween 40,0,
32,SRR8,reduced,Nonsterile,sand,Twen 80,0.003594967,
32,SRR8,reduced,Nonsterile,sand,alpha-cyclodextrin,0,
32,SRR8,reduced,Nonsterile,sand,glycogen,0.000621504,
32,SRR8,reduced,Nonsterile,sand,D-Cellobiose,0.416515973,
32,SRR8,reduced,Nonsterile,sand,alpha-D-Lactose,0.007266629,
32,SRR8,reduced,Nonsterile,sand,Beta-Methyl-D-Glucoside,0.058584215,
32,SRR8,reduced,Nonsterile,sand,D-xylose,0,
32,SRR8,reduced,Nonsterile,sand,i-Erythritol,0,
32,SRR8,reduced,Nonsterile,sand,D-Mannitol,0.056630486,
32,SRR8,reduced,Nonsterile,sand,N-Acetyl-D-Glucosamine,0,
32,SRR8,reduced,Nonsterile,sand,D-Glucosaminic Acid,0.002565747,
32,SRR8,reduced,Nonsterile,sand,Glucose-1-Phosphate,0.213333333,
32,SRR8,reduced,Nonsterile,sand,"D,L-alpha-Glycerol-Phosphate",0,
32,SRR8,reduced,Nonsterile,sand,D-Galactonic Acid gamma-Lactone,0,
32,SRR8,reduced,Nonsterile,sand,D-Galacturonic Acid ,0,
32,SRR8,reduced,Nonsterile,sand,2-Hydroxy Benzoic Acid,0,
32,SRR8,reduced,Nonsterile,sand,4-Hydroxy Benzoic Acid,0,
32,SRR8,reduced,Nonsterile,sand,gamma-Hydroxybutyric Acid,0,
32,SRR8,reduced,Nonsterile,sand,Itaconic Acid,0,
32,SRR8,reduced,Nonsterile,sand,alpha-Ketobutyric Acid,0,
32,SRR8,reduced,Nonsterile,sand,D-malic Acid,0,
32,SRR8,reduced,Nonsterile,sand,L-Arginine,0,
32,SRR8,reduced,Nonsterile,sand,L-Asparagine,0.434217109,
32,SRR8,reduced,Nonsterile,sand,L-Phenylalanine,0.015615963,
32,SRR8,reduced,Nonsterile,sand,L-Serine,0,
32,SRR8,reduced,Nonsterile,sand,L-Theronine,0,
32,SRR8,reduced,Nonsterile,sand,Glycyl-L-Glutamic Acid,0,
32,SRR8,reduced,Nonsterile,sand,Phenylethyl-amine,0,
32,SRR8,reduced,Nonsterile,sand,Putrescine,0.01126408,
33,CSA1,ambient,Sterile ,clay,water,0,
33,CSA1,ambient,Sterile ,clay,pyruvic acid methyl ester,0.227244582,
33,CSA1,ambient,Sterile ,clay,Tween 40,0.184565916,
33,CSA1,ambient,Sterile ,clay,Twen 80,0.15641791,
33,CSA1,ambient,Sterile ,clay,alpha-cyclodextrin,0.3081571,
33,CSA1,ambient,Sterile ,clay,glycogen,0.026625387,
33,CSA1,ambient,Sterile ,clay,D-Cellobiose,0.626426426,
33,CSA1,ambient,Sterile ,clay,alpha-D-Lactose,0.606128134,
33,CSA1,ambient,Sterile ,clay,Beta-Methyl-D-Glucoside,0.648582996,
33,CSA1,ambient,Sterile ,clay,D-xylose,0,
33,CSA1,ambient,Sterile ,clay,i-Erythritol,0,
33,CSA1,ambient,Sterile ,clay,D-Mannitol,0.434823529,
33,CSA1,ambient,Sterile ,clay,N-Acetyl-D-Glucosamine,0.511178248,
33,CSA1,ambient,Sterile ,clay,D-Glucosaminic Acid,0.011501597,
33,CSA1,ambient,Sterile ,clay,Glucose-1-Phosphate,0,
33,CSA1,ambient,Sterile ,clay,"D,L-alpha-Glycerol-Phosphate",0.023880597,
33,CSA1,ambient,Sterile ,clay,D-Galactonic Acid gamma-Lactone,0.004123711,
33,CSA1,ambient,Sterile ,clay,D-Galacturonic Acid ,0.378412698,
33,CSA1,ambient,Sterile ,clay,2-Hydroxy Benzoic Acid,0,
33,CSA1,ambient,Sterile ,clay,4-Hydroxy Benzoic Acid,0,
33,CSA1,ambient,Sterile ,clay,gamma-Hydroxybutyric Acid,0.020728291,
33,CSA1,ambient,Sterile ,clay,Itaconic Acid,0,
33,CSA1,ambient,Sterile ,clay,alpha-Ketobutyric Acid,0.946666667,
33,CSA1,ambient,Sterile ,clay,D-malic Acid,0.361414791,
33,CSA1,ambient,Sterile ,clay,L-Arginine,1.215466667,
33,CSA1,ambient,Sterile ,clay,L-Asparagine,0.100249377,
33,CSA1,ambient,Sterile ,clay,L-Phenylalanine,0.026512968,
33,CSA1,ambient,Sterile ,clay,L-Serine,0,
33,CSA1,ambient,Sterile ,clay,L-Theronine,0,
33,CSA1,ambient,Sterile ,clay,Glycyl-L-Glutamic Acid,0.768932039,
33,CSA1,ambient,Sterile ,clay,Phenylethyl-amine,0,
33,CSA1,ambient,Sterile ,clay,Putrescine,0,
34,CSA2,ambient,Sterile ,clay,water,0,
34,CSA2,ambient,Sterile ,clay,pyruvic acid methyl ester,0.467324291,
34,CSA2,ambient,Sterile ,clay,Tween 40,0.11971831,
34,CSA2,ambient,Sterile ,clay,Twen 80,0.09334126,
34,CSA2,ambient,Sterile ,clay,alpha-cyclodextrin,0,
34,CSA2,ambient,Sterile ,clay,glycogen,0.008014797,
34,CSA2,ambient,Sterile ,clay,D-Cellobiose,0.339712919,
34,CSA2,ambient,Sterile ,clay,alpha-D-Lactose,0.025527192,
34,CSA2,ambient,Sterile ,clay,Beta-Methyl-D-Glucoside,0.086956522,
34,CSA2,ambient,Sterile ,clay,D-xylose,0.248430962,
34,CSA2,ambient,Sterile ,clay,i-Erythritol,0.376550868,
34,CSA2,ambient,Sterile ,clay,D-Mannitol,0.399155722,
34,CSA2,ambient,Sterile ,clay,N-Acetyl-D-Glucosamine,0.324308063,
34,CSA2,ambient,Sterile ,clay,D-Glucosaminic Acid,0.024173028,
34,CSA2,ambient,Sterile ,clay,Glucose-1-Phosphate,0,
34,CSA2,ambient,Sterile ,clay,"D,L-alpha-Glycerol-Phosphate",0,
34,CSA2,ambient,Sterile ,clay,D-Galactonic Acid gamma-Lactone,0.00752394,
34,CSA2,ambient,Sterile ,clay,D-Galacturonic Acid ,0.38369153,
34,CSA2,ambient,Sterile ,clay,2-Hydroxy Benzoic Acid,0,
34,CSA2,ambient,Sterile ,clay,4-Hydroxy Benzoic Acid,0,
34,CSA2,ambient,Sterile ,clay,gamma-Hydroxybutyric Acid,0.008928571,
34,CSA2,ambient,Sterile ,clay,Itaconic Acid,0,
34,CSA2,ambient,Sterile ,clay,alpha-Ketobutyric Acid,0,
34,CSA2,ambient,Sterile ,clay,D-malic Acid,0.014724712,
34,CSA2,ambient,Sterile ,clay,L-Arginine,0.005313496,
34,CSA2,ambient,Sterile ,clay,L-Asparagine,0.013916501,
34,CSA2,ambient,Sterile ,clay,L-Phenylalanine,0,
34,CSA2,ambient,Sterile ,clay,L-Serine,0,
34,CSA2,ambient,Sterile ,clay,L-Theronine,0.003838772,
34,CSA2,ambient,Sterile ,clay,Glycyl-L-Glutamic Acid,0.015463918,
34,CSA2,ambient,Sterile ,clay,Phenylethyl-amine,0,
34,CSA2,ambient,Sterile ,clay,Putrescine,0,
35,CSA3,ambient,Sterile ,clay,water,0,
35,CSA3,ambient,Sterile ,clay,pyruvic acid methyl ester,0.692355117,
35,CSA3,ambient,Sterile ,clay,Tween 40,0.722791293,
35,CSA3,ambient,Sterile ,clay,Twen 80,0.175386445,
35,CSA3,ambient,Sterile ,clay,alpha-cyclodextrin,0.023465704,
35,CSA3,ambient,Sterile ,clay,glycogen,0.017262639,
35,CSA3,ambient,Sterile ,clay,D-Cellobiose,0.163277512,
35,CSA3,ambient,Sterile ,clay,alpha-D-Lactose,0.0427303,
35,CSA3,ambient,Sterile ,clay,Beta-Methyl-D-Glucoside,0.001610306,
35,CSA3,ambient,Sterile ,clay,D-xylose,0.248953975,
35,CSA3,ambient,Sterile ,clay,i-Erythritol,0,
35,CSA3,ambient,Sterile ,clay,D-Mannitol,0.96575985,
35,CSA3,ambient,Sterile ,clay,N-Acetyl-D-Glucosamine,1.045728039,
35,CSA3,ambient,Sterile ,clay,D-Glucosaminic Acid,0.022900763,
35,CSA3,ambient,Sterile ,clay,Glucose-1-Phosphate,2.653333333,
35,CSA3,ambient,Sterile ,clay,"D,L-alpha-Glycerol-Phosphate",0.111111111,
35,CSA3,ambient,Sterile ,clay,D-Galactonic Acid gamma-Lactone,0.010943912,
35,CSA3,ambient,Sterile ,clay,D-Galacturonic Acid ,0.03539823,
35,CSA3,ambient,Sterile ,clay,2-Hydroxy Benzoic Acid,0,
35,CSA3,ambient,Sterile ,clay,4-Hydroxy Benzoic Acid,0,
35,CSA3,ambient,Sterile ,clay,gamma-Hydroxybutyric Acid,0.00390625,
35,CSA3,ambient,Sterile ,clay,Itaconic Acid,0.081331878,
35,CSA3,ambient,Sterile ,clay,alpha-Ketobutyric Acid,0.135338346,
35,CSA3,ambient,Sterile ,clay,D-malic Acid,0.368117798,
